birth_id,census_id
B_1878_005543,C_1881_000318
B_1878_013464,C_1881_000520
B_1878_010674,C_1881_000422
B_1878_011710,C_1881_003057
B_1878_014825,C_1881_000786
B_1878_002990,C_1881_000727
B_1878_011713,C_1881_000540
B_1878_015132,C_1881_000329
B_1879_006013,C_1881_000051
B_1879_009047,C_1881_000023
B_1879_009055,C_1881_000140
B_1879_005957,C_1881_000174
B_1879_015429,C_1881_000631
B_1879_006040,C_1881_000565
B_1879_014837,C_1881_000463
B_1879_015401,C_1881_000036
B_1879_006020,C_1881_000428
B_1879_015406,C_1881_000292
B_1879_015410,C_1881_014484
B_1879_012656,C_1881_000558
B_1879_012171,C_1881_000273
B_1879_009867,C_1881_000866
B_1879_015411,C_1881_000841
B_1879_015417,C_1881_000468
B_1879_005974,C_1881_000451
B_1879_015424,C_1881_007849
B_1880_005998,C_1881_000553
B_1880_006014,C_1881_000359
B_1880_015137,C_1881_000115
B_1880_007871,C_1881_000412
B_1880_006001,C_1881_000214
B_1880_007778,C_1881_000852
B_1880_000032,C_1881_000572
B_1880_013465,C_1881_000521
B_1880_015698,C_1881_000490
B_1880_015123,C_1881_000813
B_1880_002947,C_1881_000638
B_1880_012657,C_1881_000756
B_1880_010675,C_1881_000423
B_1880_003640,C_1881_000009
B_1880_014826,C_1881_000787
B_1880_000079,C_1881_000700
B_1880_002991,C_1881_000728
B_1880_009048,C_1881_000024
B_1880_009056,C_1881_000141
B_1881_006021,C_1881_000430
B_1881_006022,C_1881_000429
B_1881_015133,C_1881_000330
B_1881_012662,C_1881_000762
B_1861_000479,C_1881_004080
B_1861_000483,C_1881_003714
B_1861_000503,C_1881_000208
B_1861_000515,C_1881_002789
B_1861_000546,C_1881_002332
B_1861_000592,C_1881_002460
B_1861_000631,C_1881_001320
B_1861_000636,C_1881_004592
B_1861_000648,C_1881_004891
B_1861_000682,C_1881_004697
B_1861_000713,C_1881_004876
B_1861_000730,C_1881_003902
B_1861_000746,C_1881_004179
B_1861_000768,C_1881_004506
B_1861_000770,C_1881_003942
B_1861_000779,C_1881_003832
B_1861_000793,C_1881_004627
B_1861_000796,C_1881_003976
B_1861_000805,C_1881_005041
B_1861_000807,C_1881_013926
B_1861_000818,C_1881_002378
B_1861_000827,C_1881_003307
B_1861_000208,C_1881_002280
B_1861_000223,C_1881_004400
B_1861_000228,C_1881_001782
B_1861_000265,C_1881_005142
B_1861_000277,C_1881_002144
B_1861_000305,C_1881_004881
B_1861_000315,C_1881_004512
B_1861_000391,C_1881_001702
B_1861_000397,C_1881_004959
B_1861_000398,C_1881_003695
B_1861_000409,C_1881_001643
B_1861_000437,C_1881_003872
B_1861_000459,C_1881_003096
B_1861_000163,C_1881_001226
B_1861_000147,C_1881_002020
B_1862_003269,C_1881_002933
B_1862_003322,C_1881_003076
B_1862_003350,C_1881_001299
B_1862_003357,C_1881_002613
B_1862_003360,C_1881_004912
B_1862_003372,C_1881_002436
B_1862_003381,C_1881_002855
B_1862_003391,C_1881_005202
B_1862_003487,C_1881_003379
B_1862_003499,C_1881_002291
B_1862_003509,C_1881_004358
B_1862_003524,C_1881_002952
B_1862_003533,C_1881_002739
B_1862_003537,C_1881_003372
B_1862_003545,C_1881_002750
B_1862_003563,C_1881_002427
B_1862_003589,C_1881_004493
B_1862_000538,C_1881_005225
B_1862_003604,C_1881_014062
B_1862_003649,C_1881_001865
B_1862_003653,C_1881_015062
B_1862_003657,C_1881_003768
B_1862_003658,C_1881_001553
B_1862_003667,C_1881_002153
B_1862_003684,C_1881_001582
B_1862_003745,C_1881_001994
B_1862_003753,C_1881_002304
B_1862_000708,C_1881_014919
B_1862_003764,C_1881_001853
B_1862_003791,C_1881_001414
B_1862_003799,C_1881_005077
B_1862_003806,C_1881_001857
B_1862_003819,C_1881_004113
B_1862_000491,C_1881_004662
B_1862_003823,C_1881_001460
B_1862_003832,C_1881_002886
B_1862_003874,C_1881_005158
B_1862_003105,C_1881_004460
B_1862_003113,C_1881_004809
B_1862_003128,C_1881_003550
B_1862_003132,C_1881_004426
B_1862_003140,C_1881_004190
B_1862_003153,C_1881_003631
B_1862_003154,C_1881_009453
B_1862_000480,C_1881_001969
B_1862_003218,C_1881_001805
B_1862_003222,C_1881_003524
B_1862_003233,C_1881_001439
B_1862_003208,C_1881_004655
B_1863_006190,C_1881_004159
B_1863_006332,C_1881_001378
B_1863_006140,C_1881_001316
B_1863_000637,C_1881_004593
B_1863_006142,C_1881_001283
B_1863_006155,C_1881_005131
B_1863_006159,C_1881_001309
B_1863_003323,C_1881_003077
B_1863_000632,C_1881_001079
B_1863_006174,C_1881_002732
B_1863_000547,C_1881_002328
B_1863_000523,C_1881_002569
B_1863_006193,C_1881_004585
B_1863_006198,C_1881_014189
B_1863_000164,C_1881_001307
B_1863_006204,C_1881_003142
B_1863_000528,C_1881_001293
B_1863_000741,C_1881_003284
B_1863_000567,C_1881_009713
B_1863_000697,C_1881_001744
B_1863_000410,C_1881_001644
B_1863_006226,C_1881_002687
B_1863_006229,C_1881_003824
B_1863_006230,C_1881_003825
B_1863_006248,C_1881_003921
B_1863_003765,C_1881_004380
B_1863_006263,C_1881_004059
B_1863_000732,C_1881_003903
B_1863_006283,C_1881_001695
B_1863_006286,C_1881_002367
B_1863_006295,C_1881_001757
B_1863_000399,C_1881_004772
B_1863_006308,C_1881_003715
B_1863_006329,C_1881_004831
B_1863_006338,C_1881_001444
B_1863_000379,C_1881_003943
B_1863_006347,C_1881_004228
B_1863_000757,C_1881_000974
B_1863_006360,C_1881_001671
B_1863_006364,C_1881_001227
B_1863_006378,C_1881_004146
B_1863_000714,C_1881_001830
B_1863_006386,C_1881_001330
B_1863_006412,C_1881_004877
B_1863_006422,C_1881_004232
B_1863_000797,C_1881_003977
B_1863_000539,C_1881_001340
B_1863_000836,C_1881_004882
B_1863_006463,C_1881_001541
B_1863_000819,C_1881_002032
B_1863_000747,C_1881_004180
B_1863_006047,C_1881_003313
B_1863_003336,C_1881_001102
B_1866_003383,C_1881_002858
B_1866_008091,C_1881_002975
B_1866_007945,C_1881_004899
B_1866_003115,C_1881_004811
B_1866_008049,C_1881_005081
B_1866_003314,C_1881_001426
B_1866_000283,C_1881_001002
B_1866_003376,C_1881_002438
B_1866_000445,C_1881_002348
B_1866_009951,C_1881_004868
B_1866_003001,C_1881_005217
B_1866_000194,C_1881_004954
B_1866_003698,C_1881_002850
B_1866_009135,C_1881_001793
B_1866_003748,C_1881_001995
B_1866_000392,C_1881_001629
B_1866_003539,C_1881_003373
B_1866_003565,C_1881_002429
B_1866_000412,C_1881_001646
B_1866_003826,C_1881_005105
B_1866_006379,C_1881_004147
B_1866_001016,C_1881_001029
B_1866_006296,C_1881_001758
B_1866_003503,C_1881_003632
B_1866_009997,C_1881_004601
B_1866_010003,C_1881_003180
B_1866_007975,C_1881_003613
B_1866_009102,C_1881_002202
B_1864_007944,C_1881_004898
B_1864_003631,C_1881_000003
B_1864_000471,C_1881_003817
B_1864_000282,C_1881_001001
B_1864_007937,C_1881_001088
B_1864_000764,C_1881_003466
B_1864_007974,C_1881_003612
B_1864_007982,C_1881_004390
B_1864_003177,C_1881_001984
B_1864_003234,C_1881_001813
B_1864_008006,C_1881_001703
B_1864_000250,C_1881_002292
B_1864_000057,C_1881_002234
B_1864_000224,C_1881_004402
B_1864_003114,C_1881_004810
B_1864_008033,C_1881_001188
B_1864_003382,C_1881_002856
B_1864_008040,C_1881_003237
B_1864_003734,C_1881_004729
B_1864_000516,C_1881_002790
B_1864_003833,C_1881_002887
B_1864_003279,C_1881_004037
B_1864_003538,C_1881_003651
B_1864_000709,C_1881_014920
B_1864_008053,C_1881_004478
B_1864_006246,C_1881_003793
B_1864_003824,C_1881_005104
B_1864_003825,C_1881_001461
B_1864_008055,C_1881_004371
B_1864_003219,C_1881_001806
B_1864_000310,C_1881_001028
B_1864_000677,C_1881_003319
B_1864_000606,C_1881_001321
B_1864_003590,C_1881_004494
B_1864_008090,C_1881_002974
B_1864_000577,C_1881_003855
B_1864_008116,C_1881_003349
B_1864_003807,C_1881_001858
B_1864_000481,C_1881_004081
B_1864_003352,C_1881_004892
B_1864_008130,C_1881_006885
B_1864_003155,C_1881_002320
B_1864_003564,C_1881_002428
B_1864_006299,C_1881_002177
B_1862_003890,C_1881_001425
B_1864_008139,C_1881_004261
B_1864_007876,C_1881_003562
B_1864_003451,C_1881_004195
B_1864_000638,C_1881_004594
B_1864_007893,C_1881_004114
B_1864_007918,C_1881_002781
B_1864_007930,C_1881_005051
B_1864_006191,C_1881_004160
B_1864_003375,C_1881_002437
B_1865_003492,C_1881_003478
B_1865_003235,C_1881_004167
B_1865_005210,C_1881_002208
B_1865_003148,C_1881_003473
B_1865_003165,C_1881_002556
B_1865_003642,C_1881_002816
B_1865_000411,C_1881_001645
B_1865_006429,C_1881_004631
B_1865_004643,C_1881_009508
B_1865_009134,C_1881_001792
B_1865_009143,C_1881_004444
B_1865_003087,C_1881_000951
B_1865_003178,C_1881_004121
B_1865_000207,C_1881_002961
B_1865_000781,C_1881_003833
B_1865_000230,C_1881_001193
B_1865_003754,C_1881_002305
B_1865_003133,C_1881_004427
B_1865_000235,C_1881_002001
B_1865_009185,C_1881_001264
B_1865_003142,C_1881_004191
B_1865_000193,C_1881_001235
B_1865_009195,C_1881_005188
B_1865_009200,C_1881_002811
B_1865_003875,C_1881_005159
B_1865_006160,C_1881_001310
B_1865_000548,C_1881_002333
B_1865_006074,C_1881_002193
B_1865_003659,C_1881_001554
B_1865_006194,C_1881_004586
B_1865_003844,C_1881_004786
B_1865_009208,C_1881_004990
B_1865_003288,C_1881_004487
B_1865_003534,C_1881_002740
B_1865_009220,C_1881_014190
B_1865_009229,C_1881_000153
B_1865_008056,C_1881_003363
B_1865_006247,C_1881_002189
B_1865_000318,C_1881_004513
B_1865_003766,C_1881_004382
B_1865_006121,C_1881_004210
B_1865_009235,C_1881_002254
B_1865_003337,C_1881_001103
B_1865_009242,C_1881_001089
B_1865_000311,C_1881_003880
B_1865_009260,C_1881_004524
B_1865_000401,C_1881_004773
B_1865_003606,C_1881_002526
B_1865_000733,C_1881_003904
B_1865_009270,C_1881_008809
B_1865_008013,C_1881_004052
B_1865_003525,C_1881_003680
B_1865_003578,C_1881_003115
B_1865_000165,C_1881_001228
B_1865_003106,C_1881_004461
B_1865_009273,C_1881_013020
B_1865_009070,C_1881_002863
B_1865_008880,C_1881_014116
B_1865_000058,C_1881_002235
B_1865_006309,C_1881_003716
B_1865_006413,C_1881_001970
B_1865_000176,C_1881_004566
B_1865_000665,C_1881_002721
B_1865_000529,C_1881_001294
B_1865_006348,C_1881_004229
B_1865_009091,C_1881_003838
B_1865_000806,C_1881_005040
B_1865_009101,C_1881_003782
B_1865_000758,C_1881_000975
B_1865_009106,C_1881_001696
B_1865_006100,C_1881_004805
B_1865_003511,C_1881_004359
B_1865_006373,C_1881_005180
B_1865_006056,C_1881_004042
B_1865_006330,C_1881_004830
B_1865_009132,C_1881_010477
B_1866_009945,C_1881_003158
B_1866_000748,C_1881_004181
B_1866_009988,C_1881_001679
B_1866_000694,C_1881_001011
B_1866_000820,C_1881_002379
B_1866_009888,C_1881_005226
B_1866_006287,C_1881_002368
B_1866_008054,C_1881_004479
B_1866_003417,C_1881_004387
B_1866_000715,C_1881_001831
B_1866_003224,C_1881_003525
B_1866_000848,C_1881_004878
B_1866_000251,C_1881_002293
B_1866_000698,C_1881_001745
B_1866_003735,C_1881_004730
B_1866_009903,C_1881_001704
B_1866_009910,C_1881_003672
B_1866_009915,C_1881_001783
B_1866_003393,C_1881_005203
B_1866_009918,C_1881_003514
B_1866_000540,C_1881_001341
B_1866_006333,C_1881_001379
B_1866_003325,C_1881_003078
B_1866_009936,C_1881_002772
B_1866_003686,C_1881_001583
B_1866_006175,C_1881_002733
B_1866_003480,C_1881_001200
B_1866_005366,C_1881_014984
B_1866_008117,C_1881_003350
B_1866_006101,C_1881_004753
B_1866_000734,C_1881_004403
B_1866_003781,C_1881_004002
B_1866_009144,C_1881_001484
B_1866_003366,C_1881_004702
B_1866_003800,C_1881_005078
B_1866_003460,C_1881_002837
B_1866_003185,C_1881_002178
B_1866_009884,C_1881_004142
B_1866_003220,C_1881_001807
B_1866_003179,C_1881_004122
B_1866_006325,C_1881_000969
B_1866_007983,C_1881_004391
B_1866_008069,C_1881_003320
B_1867_003237,C_1881_004168
B_1867_006071,C_1881_003856
B_1867_006058,C_1881_005047
B_1867_010759,C_1881_001394
B_1867_009071,C_1881_002864
B_1867_000236,C_1881_002002
B_1867_010690,C_1881_002154
B_1867_007919,C_1881_002782
B_1867_003088,C_1881_000952
B_1867_009122,C_1881_001587
B_1867_009243,C_1881_001090
B_1867_010697,C_1881_003834
B_1867_003723,C_1881_004372
B_1867_006430,C_1881_004632
B_1867_000541,C_1881_002359
B_1867_009230,C_1881_000154
B_1867_006398,C_1881_001653
B_1867_003166,C_1881_002572
B_1867_000059,C_1881_002236
B_1867_010710,C_1881_001207
B_1867_006227,C_1881_002688
B_1867_000268,C_1881_005144
B_1867_010723,C_1881_005189
B_1867_006075,C_1881_002192
B_1867_000149,C_1881_002021
B_1867_000549,C_1881_002334
B_1867_003620,C_1881_003203
B_1867_003876,C_1881_005160
B_1867_006167,C_1881_002812
B_1867_006161,C_1881_001311
B_1867_003210,C_1881_004656
B_1867_003493,C_1881_003479
B_1867_009274,C_1881_013021
B_1867_010736,C_1881_003159
B_1867_000312,C_1881_001866
B_1867_003547,C_1881_002751
B_1867_000607,C_1881_001322
B_1867_003660,C_1881_001555
B_1867_009081,C_1881_003135
B_1867_000530,C_1881_001295
B_1867_000634,C_1881_001080
B_1867_006127,C_1881_003302
B_1867_007900,C_1881_004240
B_1867_003808,C_1881_001859
B_1867_003281,C_1881_002109
B_1867_006186,C_1881_004973
B_1867_010751,C_1881_001680
B_1867_000382,C_1881_005073
B_1867_003535,C_1881_002741
B_1867_009261,C_1881_004525
B_1867_000771,C_1881_003944
B_1867_008881,C_1881_003911
B_1867_009919,C_1881_003515
B_1867_003338,C_1881_001104
B_1867_006310,C_1881_003681
B_1867_003526,C_1881_002953
B_1867_000716,C_1881_001832
B_1867_003204,C_1881_004060
B_1867_010776,C_1881_002842
B_1867_000735,C_1881_003905
B_1867_006374,C_1881_005181
B_1867_009196,C_1881_002124
B_1867_006048,C_1881_002662
B_1867_008057,C_1881_003364
B_1867_000666,C_1881_002722
B_1867_006424,C_1881_004233
B_1867_008317,C_1881_004680
B_1867_006117,C_1881_003816
B_1867_006272,C_1881_004262
B_1867_006288,C_1881_002369
B_1868_003633,C_1881_000004
B_1868_005367,C_1881_014985
B_1868_000307,C_1881_004883
B_1868_011358,C_1881_003756
B_1868_009952,C_1881_004869
B_1868_006141,C_1881_001604
B_1868_006231,C_1881_003828
B_1868_000252,C_1881_002294
B_1868_009904,C_1881_001705
B_1868_003225,C_1881_003526
B_1868_011284,C_1881_004549
B_1868_009145,C_1881_001485
B_1868_006465,C_1881_002009
B_1868_008118,C_1881_003351
B_1868_005410,C_1881_002878
B_1868_003326,C_1881_003079
B_1868_011288,C_1881_004290
B_1868_003116,C_1881_004812
B_1868_000177,C_1881_003482
B_1868_000440,C_1881_003873
B_1868_000765,C_1881_003467
B_1868_008041,C_1881_003236
B_1868_011290,C_1881_000172
B_1868_006196,C_1881_004587
B_1868_003110,C_1881_001124
B_1868_003394,C_1881_005204
B_1868_011306,C_1881_001935
B_1868_003512,C_1881_004360
B_1868_000744,C_1881_003285
B_1868_000798,C_1881_003978
B_1868_009092,C_1881_003839
B_1868_000393,C_1881_001630
B_1868_006251,C_1881_003922
B_1868_000652,C_1881_004038
B_1868_003289,C_1881_001722
B_1868_009072,C_1881_002865
B_1868_011318,C_1881_013947
B_1868_000371,C_1881_004412
B_1868_006144,C_1881_001284
B_1868_003827,C_1881_005106
B_1868_007928,C_1881_003552
B_1868_003835,C_1881_002888
B_1868_006102,C_1881_004754
B_1868_003687,C_1881_001584
B_1868_000452,C_1881_001874
B_1868_000821,C_1881_002380
B_1868_011329,C_1881_002935
B_1868_001017,C_1881_001030
B_1868_008092,C_1881_002976
B_1868_009107,C_1881_001697
B_1868_003699,C_1881_002851
B_1868_007878,C_1881_003427
B_1868_007879,C_1881_003563
B_1868_000446,C_1881_002349
B_1868_000413,C_1881_001647
B_1868_000320,C_1881_004514
B_1868_003384,C_1881_002859
B_1868_000060,C_1881_002237
B_1868_003315,C_1881_001427
B_1868_000284,C_1881_001003
B_1868_011352,C_1881_003001
B_1868_011250,C_1881_002510
B_1868_006176,C_1881_002734
B_1868_006008,C_1881_001996
B_1868_000363,C_1881_002804
B_1868_003250,C_1881_003089
B_1868_009103,C_1881_002203
B_1868_011262,C_1881_002715
B_1868_000849,C_1881_003569
B_1868_006060,C_1881_004043
B_1868_000213,C_1881_002281
B_1868_011279,C_1881_004464
B_1868_003540,C_1881_003374
B_1868_000699,C_1881_002131
B_1869_006207,C_1881_003150
B_1869_006076,C_1881_002194
B_1869_008014,C_1881_001846
B_1869_000749,C_1881_004182
B_1869_003002,C_1881_005218
B_1869_007984,C_1881_004392
B_1869_000649,C_1881_004893
B_1869_000640,C_1881_004595
B_1869_000280,C_1881_002146
B_1869_003238,C_1881_004169
B_1869_010004,C_1881_003181
B_1869_000769,C_1881_001980
B_1869_008109,C_1881_004798
B_1869_011341,C_1881_002080
B_1869_003089,C_1881_000953
B_1869_003621,C_1881_003204
B_1869_003186,C_1881_002179
B_1869_009124,C_1881_001588
B_1869_000737,C_1881_004404
B_1869_003879,C_1881_004969
B_1869_000237,C_1881_002003
B_1869_011724,C_1881_002468
B_1869_007901,C_1881_001714
B_1869_000551,C_1881_002335
B_1869_009222,C_1881_014191
B_1869_011735,C_1881_004688
B_1869_003505,C_1881_003633
B_1869_011746,C_1881_004913
B_1869_011755,C_1881_002644
B_1869_006128,C_1881_001746
B_1869_003592,C_1881_004495
B_1869_003661,C_1881_001556
B_1869_009262,C_1881_004526
B_1869_002251,C_1881_013751
B_1869_003566,C_1881_003794
B_1869_010737,C_1881_003160
B_1869_007976,C_1881_003614
B_1869_003548,C_1881_002752
B_1869_007920,C_1881_002783
B_1869_003211,C_1881_004657
B_1869_003494,C_1881_003480
B_1869_011766,C_1881_005048
B_1869_011303,C_1881_003253
B_1869_008882,C_1881_003912
B_1869_000313,C_1881_001867
B_1869_003736,C_1881_004731
B_1869_003481,C_1881_001201
B_1869_003282,C_1881_002110
B_1869_011784,C_1881_002527
B_1869_006375,C_1881_005182
B_1869_007895,C_1881_004115
B_1869_009146,C_1881_001486
B_1869_011800,C_1881_004617
B_1869_009104,C_1881_003783
B_1869_003767,C_1881_001854
B_1869_000460,C_1881_004307
B_1869_009236,C_1881_002255
B_1869_003368,C_1881_004703
B_1869_006311,C_1881_003682
B_1869_008119,C_1881_003352
B_1869_008318,C_1881_004681
B_1869_009187,C_1881_001265
B_1869_000383,C_1881_003945
B_1869_009137,C_1881_001794
B_1869_010785,C_1881_001119
B_1869_011807,C_1881_003045
B_1869_011816,C_1881_001662
B_1869_009244,C_1881_001091
B_1869_003167,C_1881_004538
B_1869_011307,C_1881_001936
B_1869_005411,C_1881_002879
B_1869_005368,C_1881_014986
B_1869_006389,C_1881_001331
B_1869_009123,C_1881_001605
B_1870_000766,C_1881_003468
B_1870_010791,C_1881_001471
B_1870_000333,C_1881_004723
B_1870_011285,C_1881_004509
B_1870_009953,C_1881_004870
B_1870_012219,C_1881_003867
B_1870_000150,C_1881_002022
B_1870_003327,C_1881_003080
B_1870_012272,C_1881_001453
B_1870_010712,C_1881_001208
B_1870_006049,C_1881_002663
B_1870_000167,C_1881_001229
B_1870_003803,C_1881_014921
B_1870_012173,C_1881_002248
B_1870_006466,C_1881_002010
B_1870_009073,C_1881_002866
B_1870_010807,C_1881_003100
B_1870_006197,C_1881_004588
B_1870_011271,C_1881_003888
B_1870_007957,C_1881_001592
B_1870_003143,C_1881_004192
B_1870_009166,C_1881_003982
B_1870_006168,C_1881_002813
B_1870_012192,C_1881_001215
B_1870_012200,C_1881_008795
B_1870_003782,C_1881_004003
B_1870_003180,C_1881_004123
B_1870_003395,C_1881_005205
B_1870_003117,C_1881_004813
B_1870_000717,C_1881_001833
B_1870_000352,C_1881_005100
B_1870_000353,C_1881_000232
B_1870_000441,C_1881_003874
B_1870_012209,C_1881_003580
B_1870_003828,C_1881_005107
B_1870_006252,C_1881_003923
B_1870_009082,C_1881_003136
B_1870_000700,C_1881_002132
B_1870_011360,C_1881_003757
B_1870_007902,C_1881_004273
