birth_id,census_id
B_1876_014210,C_1891_000348
B_1876_010673,C_1891_000614
B_1876_003637,C_1891_007247
B_1876_002972,C_1891_002192
B_1876_012170,C_1891_000351
B_1876_000030,C_1891_000548
B_1877_014821,C_1891_001015
B_1877_014824,C_1891_000662
B_1877_014836,C_1891_000641
B_1877_006039,C_1891_000588
B_1877_009872,C_1891_000637
B_1877_007857,C_1891_000846
B_1877_007777,C_1891_000867
B_1877_005983,C_1891_000123
B_1877_009046,C_1891_005679
B_1877_000078,C_1891_000736
B_1877_007814,C_1891_000730
B_1877_000007,C_1891_000489
B_1878_007797,C_1891_000556
B_1878_005973,C_1891_000570
B_1878_002946,C_1891_000772
B_1878_015136,C_1891_000199
B_1878_002973,C_1891_000191
B_1878_015122,C_1891_000765
B_1878_015127,C_1891_000656
B_1878_010674,C_1891_005146
B_1878_011710,C_1891_001499
B_1878_014825,C_1891_000663
B_1878_002990,C_1891_000715
B_1878_011713,C_1891_000494
B_1878_015132,C_1891_000324
B_1879_006013,C_1891_000027
B_1879_009047,C_1891_005680
B_1879_009055,C_1891_000215
B_1879_005957,C_1891_000147
B_1879_015429,C_1891_000601
B_1879_006040,C_1891_000589
B_1879_014837,C_1891_000642
B_1879_015410,C_1891_013543
B_1879_012656,C_1891_000477
B_1879_012171,C_1891_000277
B_1879_009867,C_1891_000855
B_1879_015411,C_1891_000875
B_1879_005974,C_1891_000571
B_1879_015424,C_1891_000620
B_1880_005998,C_1891_000479
B_1880_006014,C_1891_000354
B_1880_015137,C_1891_000200
B_1880_007871,C_1891_008361
B_1880_006001,C_1891_000087
B_1880_007778,C_1891_000868
B_1880_013465,C_1891_000549
B_1880_015698,C_1891_000580
B_1880_015123,C_1891_000766
B_1880_002947,C_1891_000773
B_1880_012657,C_1891_000680
B_1880_010675,C_1891_000615
B_1880_003640,C_1891_007248
B_1880_014826,C_1891_000664
B_1880_000079,C_1891_000737
B_1880_002991,C_1891_000716
B_1880_009048,C_1891_005681
B_1880_009056,C_1891_000216
B_1881_015133,C_1891_000325
B_1881_013116,C_1891_000331
B_1881_015857,C_1891_000393
B_1881_015412,C_1891_000876
B_1881_007799,C_1891_000557
B_1881_003060,C_1891_000300
B_1881_005962,C_1891_000256
B_1881_015124,C_1891_000767
B_1881_005958,C_1891_000148
B_1881_015854,C_1891_000862
B_1882_015425,C_1891_000621
B_1882_005984,C_1891_000652
B_1882_007848,C_1891_000209
B_1882_006041,C_1891_000590
B_1882_009057,C_1891_000217
B_1882_009049,C_1891_005682
B_1882_015699,C_1891_000581
B_1882_000033,C_1891_000550
B_1882_012172,C_1891_000278
B_1882_015138,C_1891_000201
B_1882_013468,C_1891_000504
B_1882_000080,C_1891_000738
B_1882_006002,C_1891_000088
B_1882_016068,C_1891_000266
B_1882_010680,C_1891_000034
B_1882_015430,C_1891_000888
B_1882_013117,C_1891_000332
B_1882_015413,C_1891_000877
B_1883_016277,C_1891_000783
B_1883_003061,C_1891_000301
B_1883_016282,C_1891_000071
B_1883_007800,C_1891_000558
B_1883_009058,C_1891_000218
B_1883_002974,C_1891_000192
B_1883_002948,C_1891_000774
B_1883_006042,C_1891_000591
B_1884_005963,C_1891_000257
B_1884_009050,C_1891_005683
B_1884_015704,C_1891_000149
B_1884_012663,C_1891_008564
B_1884_016278,C_1891_000784
B_1884_003062,C_1891_000302
B_1884_000081,C_1891_000739
B_1884_015134,C_1891_000326
B_1884_007850,C_1891_000210
B_1884_015126,C_1891_000768
B_1884_000034,C_1891_000551
B_1884_015700,C_1891_000582
B_1885_013118,C_1891_000333
B_1885_006015,C_1891_000285
B_1885_014827,C_1891_000665
B_1885_007836,C_1891_000490
B_1885_015419,C_1891_000681
B_1885_009059,C_1891_000219
B_1885_007801,C_1891_000646
B_1885_000039,C_1891_000168
B_1885_011249,C_1891_000559
B_1885_013330,C_1891_009262
B_1885_015858,C_1891_000850
B_1885_003080,C_1891_000900
B_1885_016552,C_1891_000426
B_1885_013458,C_1891_012941
B_1885_000115,C_1891_000141
B_1886_016681,C_1891_000230
B_1886_016279,C_1891_000785
B_1886_003043,C_1891_007466
B_1886_016693,C_1891_000811
B_1886_009869,C_1891_000857
B_1886_016283,C_1891_000072
B_1886_016673,C_1891_000592
B_1886_006023,C_1891_000187
B_1886_000040,C_1891_000169
B_1886_012862,C_1891_000290
B_1886_016677,C_1891_000793
B_1886_009060,C_1891_000220
B_1886_015701,C_1891_000599
B_1886_016683,C_1891_000696
B_1886_013469,C_1891_000505
B_1887_016779,C_1891_000719
B_1887_002975,C_1891_000035
B_1887_014828,C_1891_000666
B_1887_016784,C_1891_000802
B_1887_016720,C_1891_009673
B_1887_012654,C_1891_000731
B_1887_012658,C_1891_000467
B_1887_000116,C_1891_000142
B_1887_016553,C_1891_000427
B_1887_013119,C_1891_000334
B_1887_016772,C_1891_000674
B_1887_016776,C_1891_001787
B_1887_007859,C_1891_000174
B_1887_005971,C_1891_000374
B_1887_016777,C_1891_014091
B_1887_016557,C_1891_000057
B_1887_007802,C_1891_000647
B_1887_015128,C_1891_000616
B_1888_012863,C_1891_000291
B_1888_013331,C_1891_009263
B_1888_016280,C_1891_000786
B_1888_003070,C_1891_000309
B_1888_003081,C_1891_000901
B_1888_016902,C_1891_000361
B_1888_015420,C_1891_000682
B_1888_009873,C_1891_000882
B_1888_016903,C_1891_000100
B_1888_015702,C_1891_000600
B_1888_016684,C_1891_000697
B_1888_006024,C_1891_001940
B_1888_002976,C_1891_000036
B_1888_016773,C_1891_000675
B_1889_016682,C_1891_000229
B_1889_000097,C_1891_000116
B_1889_015626,C_1891_000445
B_1889_007824,C_1891_000337
B_1889_007860,C_1891_000175
B_1889_000041,C_1891_000170
B_1889_013332,C_1891_009264
B_1889_016678,C_1891_000794
B_1889_009870,C_1891_000858
B_1889_009061,C_1891_000221
B_1889_016558,C_1891_000058
B_1889_016780,C_1891_000720
B_1889_012864,C_1891_000292
B_1889_015140,C_1891_000202
B_1889_016786,C_1891_000803
B_1889_016904,C_1891_000101
B_1889_000136,C_1891_000008
B_1889_016985,C_1891_000082
B_1889_006045,C_1891_000593
B_1890_007803,C_1891_000648
B_1890_015129,C_1891_000617
B_1890_006025,C_1891_001941
B_1890_002949,C_1891_000775
B_1890_016685,C_1891_000698
B_1890_016774,C_1891_000676
B_1890_016071,C_1891_000268
B_1890_007852,C_1891_000212
B_1890_000098,C_1891_000117
B_1890_003063,C_1891_000304
B_1890_007861,C_1891_000176
B_1890_005940,C_1891_000839
B_1890_006046,C_1891_000638
B_1890_016554,C_1891_000428
B_1890_015421,C_1891_000683
B_1891_002977,C_1891_000037
B_1891_016674,C_1891_000092
B_1891_012865,C_1891_000293
B_1891_016905,C_1891_000102
B_1891_016286,C_1891_000073
B_1891_016559,C_1891_000059
B_1861_000483,C_1891_003072
B_1861_000592,C_1891_004368
B_1861_000682,C_1891_003601
B_1861_000713,C_1891_003770
B_1861_000793,C_1891_003957
B_1861_000796,C_1891_002813
B_1861_000818,C_1891_004558
B_1861_000208,C_1891_004701
B_1861_000228,C_1891_004158
B_1861_000277,C_1891_004437
B_1861_000315,C_1891_003426
B_1861_000397,C_1891_003942
B_1861_000398,C_1891_003090
B_1861_000437,C_1891_002949
B_1861_000459,C_1891_001628
B_1861_000163,C_1891_001425
B_1861_000147,C_1891_004412
B_1862_003269,C_1891_009314
B_1862_003350,C_1891_001330
B_1862_003357,C_1891_001925
B_1862_003360,C_1891_003786
B_1862_003381,C_1891_001988
B_1862_003391,C_1891_002202
B_1862_003458,C_1891_009539
B_1862_003487,C_1891_002643
B_1862_003524,C_1891_001582
B_1862_003533,C_1891_002243
B_1862_003545,C_1891_001957
B_1862_003563,C_1891_004592
B_1862_000538,C_1891_002189
B_1862_003649,C_1891_004237
B_1862_003657,C_1891_003012
B_1862_003667,C_1891_004514
B_1862_003684,C_1891_003977
B_1862_003764,C_1891_004225
B_1862_003791,C_1891_001230
B_1862_003806,C_1891_004231
B_1862_000491,C_1891_003619
B_1862_003874,C_1891_002299
B_1862_000480,C_1891_004537
B_1862_003218,C_1891_004177
B_1863_006332,C_1891_001193
B_1863_006140,C_1891_001325
B_1863_006142,C_1891_001343
B_1863_006159,C_1891_001327
B_1863_000632,C_1891_000695
B_1863_006174,C_1891_002249
B_1863_000523,C_1891_001897
B_1863_000528,C_1891_001333
B_1863_006226,C_1891_002107
B_1863_006229,C_1891_002906
B_1863_006248,C_1891_002857
B_1863_003765,C_1891_003306
B_1863_000732,C_1891_002873
B_1863_006295,C_1891_004125
B_1863_000399,C_1891_003657
B_1863_006347,C_1891_003147
B_1863_000757,C_1891_001104
B_1863_006360,C_1891_004040
B_1863_006364,C_1891_001422
B_1863_006378,C_1891_003901
B_1863_006386,C_1891_001311
B_1863_000539,C_1891_005557
B_1866_003115,C_1891_003761
B_1866_008049,C_1891_002384
B_1866_003376,C_1891_004586
B_1866_009951,C_1891_003758
B_1866_009135,C_1891_004168
B_1866_003748,C_1891_007393
B_1866_003539,C_1891_002274
B_1866_003565,C_1891_004593
B_1866_000412,C_1891_004024
B_1866_001016,C_1891_001040
B_1866_006296,C_1891_004126
B_1866_003503,C_1891_002452
B_1866_009997,C_1891_003514
B_1866_007975,C_1891_002496
B_1866_009102,C_1891_001868
B_1864_000282,C_1891_001089
B_1864_007937,C_1891_000963
B_1864_000764,C_1891_002602
B_1864_003234,C_1891_004182
B_1864_008033,C_1891_001203
B_1864_003833,C_1891_002153
B_1864_003279,C_1891_003001
B_1864_006246,C_1891_002994
B_1864_003219,C_1891_001326
B_1864_000310,C_1891_001041
B_1864_000606,C_1891_001319
B_1864_000577,C_1891_002961
B_1864_003807,C_1891_004232
B_1864_000481,C_1891_003844
B_1864_007893,C_1891_003875
B_1865_003235,C_1891_003928
B_1865_003642,C_1891_001558
B_1865_000411,C_1891_004023
B_1865_003087,C_1891_000996
B_1865_003178,C_1891_003881
B_1865_000207,C_1891_001521
B_1865_000781,C_1891_002902
B_1865_009185,C_1891_001360
B_1865_003142,C_1891_003108
B_1865_000193,C_1891_013072
B_1865_009200,C_1891_002045
B_1865_003875,C_1891_002300
B_1865_006194,C_1891_016070
B_1865_003534,C_1891_002242
B_1865_009220,C_1891_013093
B_1865_008056,C_1891_002628
B_1865_000318,C_1891_003427
B_1865_003766,C_1891_009504
B_1865_006121,C_1891_003127
B_1865_003337,C_1891_000954
B_1865_009260,C_1891_003435
B_1865_000401,C_1891_003658
B_1865_009270,C_1891_008206
B_1865_008013,C_1891_002727
B_1865_003578,C_1891_003266
B_1865_009273,C_1891_013076
B_1865_006309,C_1891_003073
B_1865_000529,C_1891_001334
B_1865_006100,C_1891_003700
B_1865_003511,C_1891_003290
B_1865_006373,C_1891_009397
B_1865_006056,C_1891_003527
B_1865_006330,C_1891_003734
B_1866_000748,C_1891_003937
B_1866_000820,C_1891_004574
B_1866_009888,C_1891_002190
B_1866_008054,C_1891_003398
B_1866_000848,C_1891_003771
B_1866_000698,C_1891_004178
B_1866_009903,C_1891_004080
B_1866_009918,C_1891_002581
B_1866_006175,C_1891_002288
B_1866_005366,C_1891_013912
B_1866_006101,C_1891_004028
B_1866_003781,C_1891_002922
B_1866_003366,C_1891_000162
B_1866_009884,C_1891_003898
B_1866_003179,C_1891_003882
B_1866_006325,C_1891_001008
B_1867_006058,C_1891_002424
B_1867_010759,C_1891_001255
B_1867_009071,C_1891_002144
B_1867_000236,C_1891_004454
B_1867_010690,C_1891_004511
B_1867_009122,C_1891_003980
B_1867_010697,C_1891_002903
B_1867_003723,C_1891_003300
B_1867_009230,C_1891_000099
B_1867_006227,C_1891_002126
B_1867_000268,C_1891_002355
B_1867_000149,C_1891_004408
B_1867_003876,C_1891_002301
B_1867_003493,C_1891_002718
B_1867_003547,C_1891_001959
B_1867_000607,C_1891_001318
B_1867_003281,C_1891_004307
B_1867_010751,C_1891_004053
B_1867_000771,C_1891_003483
B_1867_008881,C_1891_002847
B_1867_006310,C_1891_003079
B_1867_000716,C_1891_004202
B_1867_010776,C_1891_001976
B_1867_006424,C_1891_003150
B_1867_006272,C_1891_003207
B_1868_003633,C_1891_007245
B_1868_006231,C_1891_002907
B_1868_011284,C_1891_003460
B_1868_008118,C_1891_002617
B_1868_005410,C_1891_002159
B_1868_003326,C_1891_001669
B_1868_011288,C_1891_002491
B_1868_003116,C_1891_003762
B_1868_000440,C_1891_002950
B_1868_011306,C_1891_004264
B_1868_003512,C_1891_003291
B_1868_000798,C_1891_002814
B_1868_006251,C_1891_002867
B_1868_009072,C_1891_002145
B_1868_006144,C_1891_001345
B_1868_000821,C_1891_004580
B_1868_011329,C_1891_001494
B_1868_009107,C_1891_004078
B_1868_007878,C_1891_002706
B_1868_000446,C_1891_002166
B_1868_000413,C_1891_004025
B_1868_000320,C_1891_002561
B_1868_000060,C_1891_012153
B_1868_011352,C_1891_001621
B_1868_006176,C_1891_002289
B_1868_006008,C_1891_009996
B_1868_006060,C_1891_002743
B_1868_000213,C_1891_004705
B_1868_003540,C_1891_002640
B_1869_006207,C_1891_016020
B_1869_008014,C_1891_004213
B_1869_007984,C_1891_003312
B_1869_000640,C_1891_003509
B_1869_000280,C_1891_004503
B_1869_003186,C_1891_004541
B_1869_009124,C_1891_003981
B_1869_000737,C_1891_003330
B_1869_000237,C_1891_004455
B_1869_007901,C_1891_004087
B_1869_006128,C_1891_004115
B_1869_009262,C_1891_003433
B_1869_007976,C_1891_002497
B_1869_003548,C_1891_001960
B_1869_011766,C_1891_002425
B_1869_000313,C_1891_004238
B_1869_003282,C_1891_004308
B_1869_011784,C_1891_004758
B_1869_006375,C_1891_002220
B_1869_007895,C_1891_003876
B_1869_003767,C_1891_004228
B_1869_009236,C_1891_004714
B_1869_008119,C_1891_002618
B_1869_009244,C_1891_000964
B_1869_011307,C_1891_004265
B_1869_005411,C_1891_002160
B_1869_005368,C_1891_013913
B_1869_009123,C_1891_004639
B_1870_000766,C_1891_002601
B_1870_003327,C_1891_001670
B_1870_003803,C_1891_014020
B_1870_012173,C_1891_004834
B_1870_006466,C_1891_004447
B_1870_007957,C_1891_003984
B_1870_006168,C_1891_002046
B_1870_012200,C_1891_008202
B_1870_003782,C_1891_002923
B_1870_003180,C_1891_003883
B_1870_003395,C_1891_002203
B_1870_003117,C_1891_003763
B_1870_009082,C_1891_001694
B_1870_000700,C_1891_004491
B_1870_011360,C_1891_003027
B_1870_006103,C_1891_003723
B_1870_000667,C_1891_002016
B_1870_009944,C_1891_002674
B_1870_012221,C_1891_001197
B_1870_008051,C_1891_002385
B_1870_003378,C_1891_004588
B_1870_000493,C_1891_002962
B_1870_009093,C_1891_002895
B_1870_003634,C_1891_008248
B_1870_000364,C_1891_002055
B_1870_012256,C_1891_013403
B_1870_003150,C_1891_002721
B_1870_011251,C_1891_004762
B_1870_012287,C_1891_003807
B_1871_009977,C_1891_002805
B_1871_003168,C_1891_003450
B_1871_012669,C_1891_001858
B_1871_006208,C_1891_001711
B_1871_008007,C_1891_004081
B_1871_008008,C_1891_004082
B_1871_012671,C_1891_004010
B_1871_000238,C_1891_004456
B_1871_000285,C_1891_001090
B_1871_009105,C_1891_004272
B_1871_000157,C_1891_001977
B_1871_000354,C_1891_001983
B_1871_006300,C_1891_004542
B_1871_006376,C_1891_009401
B_1871_000394,C_1891_004607
B_1871_006390,C_1891_001312
B_1871_000641,C_1891_003510
B_1871_007903,C_1891_003193
B_1871_003662,C_1891_004785
B_1871_000701,C_1891_004116
B_1871_011272,C_1891_002939
B_1871_012721,C_1891_001579
B_1871_008120,C_1891_002619
B_1871_000552,C_1891_004649
B_1871_006265,C_1891_002959
B_1871_000226,C_1891_003331
B_1871_000453,C_1891_004247
B_1871_003848,C_1891_002001
B_1871_000542,C_1891_002191
B_1871_010713,C_1891_001459
B_1871_005412,C_1891_002161
B_1871_003506,C_1891_002453
B_1871_003369,C_1891_000163
B_1872_007985,C_1891_003311
B_1872_010014,C_1891_001376
B_1872_006455,C_1891_003597
B_1872_009967,C_1891_003466
B_1872_010752,C_1891_004052
B_1872_006467,C_1891_004448
B_1872_011308,C_1891_004266
B_1872_006312,C_1891_003080
B_1872_003169,C_1891_001890
B_1872_009074,C_1891_002146
B_1872_006253,C_1891_002859
B_1872_009263,C_1891_003434
B_1872_012201,C_1891_008203
B_1872_006274,C_1891_002740
B_1872_009168,C_1891_004693
B_1872_003290,C_1891_002955
B_1872_003482,C_1891_001455
B_1872_005214,C_1891_004626
B_1872_000738,C_1891_002872
B_1872_012242,C_1891_002110
B_1872_000152,C_1891_004410
B_1872_013141,C_1891_002401
B_1872_009237,C_1891_004715
B_1872_012254,C_1891_001950
B_1872_009109,C_1891_002596
B_1872_000365,C_1891_002056
B_1872_000668,C_1891_002017
B_1872_011801,C_1891_003525
B_1872_000384,C_1891_003484
B_1872_000442,C_1891_002951
B_1872_003396,C_1891_002204
B_1872_000374,C_1891_003339
B_1872_010786,C_1891_000937
B_1872_006130,C_1891_001852
B_1872_009889,C_1891_003277
B_1872_013172,C_1891_004291
B_1872_011809,C_1891_000432
B_1872_003379,C_1891_004589
B_1872_003635,C_1891_007036
B_1872_013188,C_1891_001532
B_1873_007904,C_1891_004373
B_1873_003170,C_1891_003451
B_1873_003212,C_1891_003615
B_1873_013531,C_1891_004517
B_1873_009905,C_1891_004083
B_1873_000355,C_1891_001942
B_1873_003528,C_1891_001748
B_1873_000168,C_1891_001424
B_1873_002641,C_1891_001712
B_1873_013473,C_1891_003945
B_1873_009148,C_1891_001271
B_1873_000322,C_1891_003428
B_1873_013481,C_1891_004287
B_1873_013487,C_1891_002606
B_1873_012767,C_1891_001908
B_1873_000447,C_1891_002167
B_1873_003768,C_1891_003307
B_1873_000239,C_1891_004457
B_1873_013496,C_1891_009532
B_1873_006426,C_1891_003151
B_1873_013511,C_1891_001639
B_1873_013517,C_1891_003810
B_1873_003496,C_1891_003111
B_1873_010809,C_1891_001490
B_1873_000642,C_1891_003511
B_1873_011309,C_1891_004267
B_1873_013520,C_1891_003069
B_1873_007986,C_1891_003244
B_1873_009955,C_1891_003757
B_1873_006377,C_1891_002221
B_1873_000852,C_1891_002515
B_1873_012677,C_1891_002637
B_1873_011818,C_1891_004035
B_1873_009075,C_1891_002147
B_1873_006290,C_1891_002794
B_1873_009246,C_1891_000965
B_1873_003608,C_1891_004759
B_1873_000462,C_1891_003231
B_1873_003193,C_1891_003822
B_1873_003757,C_1891_001538
B_1873_000837,C_1891_003789
B_1873_000181,C_1891_003708
B_1873_006063,C_1891_002744
B_1873_005798,C_1891_003212
B_1873_013134,C_1891_001587
B_1873_000719,C_1891_004203
B_1873_003594,C_1891_003417
B_1873_003820,C_1891_003893
B_1873_000739,C_1891_003332
B_1873_012177,C_1891_004720
B_1873_003425,C_1891_004543
B_1873_006284,C_1891_004074
B_1873_011362,C_1891_003028
B_1873_010006,C_1891_001790
B_1873_003120,C_1891_003764
B_1873_008140,C_1891_003208
B_1873_013545,C_1891_009997
B_1873_007881,C_1891_002528
B_1873_012268,C_1891_004214
B_1874_003004,C_1891_002197
B_1874_003652,C_1891_004239
B_1874_009169,C_1891_002799
B_1874_013905,C_1891_013009
B_1874_013927,C_1891_003176
B_1874_000823,C_1891_004575
B_1874_012194,C_1891_001429
B_1874_012747,C_1891_003886
B_1874_012732,C_1891_003259
B_1874_012751,C_1891_004753
B_1874_006414,C_1891_003772
B_1874_013122,C_1891_004811
B_1874_007949,C_1891_003816
B_1874_013865,C_1891_004763
B_1874_000272,C_1891_002356
B_1874_012231,C_1891_004744
B_1874_013876,C_1891_003534
B_1874_006232,C_1891_004492
B_1874_003656,C_1891_013864
B_1874_003329,C_1891_001671
B_1874_013889,C_1891_001681
B_1874_007922,C_1891_001979
B_1874_013890,C_1891_003355
B_1874_007905,C_1891_004374
B_1874_003804,C_1891_014021
B_1874_009265,C_1891_003436
B_1874_000678,C_1891_003737
B_1874_013898,C_1891_002067
B_1874_013909,C_1891_002205
B_1874_000683,C_1891_001967
B_1874_006301,C_1891_001280
B_1874_013919,C_1891_009526
B_1874_000064,C_1891_012154
B_1874_013488,C_1891_002607
B_1874_008080,C_1891_004103
B_1874_013189,C_1891_001533
B_1874_013157,C_1891_009219
B_1874_007977,C_1891_002498
B_1874_003255,C_1891_002933
B_1874_006361,C_1891_004512
B_1874_003850,C_1891_002002
B_1874_005215,C_1891_004627
B_1874_012259,C_1891_001069
B_1874_009890,C_1891_009206
B_1874_000182,C_1891_002709
B_1874_011320,C_1891_013341
B_1874_000366,C_1891_002057
B_1874_008005,C_1891_004632
B_1874_007931,C_1891_002061
B_1874_000158,C_1891_001945
B_1874_009979,C_1891_002806
B_1874_003240,C_1891_003929
B_1874_008321,C_1891_003570
B_1874_000227,C_1891_004056
B_1874_000801,C_1891_003515
B_1874_013532,C_1891_004505
B_1874_003291,C_1891_000957
B_1874_013482,C_1891_004292
B_1874_003091,C_1891_003705
B_1874_013503,C_1891_004567
B_1874_003580,C_1891_001258
B_1874_009139,C_1891_004169
B_1874_006147,C_1891_003194
B_1875_003664,C_1891_004535
B_1875_007987,C_1891_003245
B_1875_008052,C_1891_003467
B_1875_000385,C_1891_003485
B_1875_014265,C_1891_001146
B_1875_011738,C_1891_003575
B_1875_011286,C_1891_003461
B_1875_003810,C_1891_004014
B_1875_014217,C_1891_004251
B_1875_003273,C_1891_015261
B_1875_008122,C_1891_002620
B_1875_003569,C_1891_004438
B_1875_006391,C_1891_001313
B_1875_011350,C_1891_001263
B_1875_010740,C_1891_001780
B_1875_009076,C_1891_002148
B_1875_000153,C_1891_004409
B_1875_003500,C_1891_004687
B_1875_012284,C_1891_004318
B_1875_006233,C_1891_004805
B_1875_014226,C_1891_003118
B_1875_009906,C_1891_004583
B_1875_013518,C_1891_001528
B_1875_006255,C_1891_002860
B_1875_011259,C_1891_004610
B_1875_006131,C_1891_001853
B_1875_007897,C_1891_003877
B_1875_013144,C_1891_000493
B_1875_003636,C_1891_007246
B_1875_000448,C_1891_002168
B_1875_000853,C_1891_002516
B_1875_003158,C_1891_008836
B_1875_006434,C_1891_003499
B_1875_013512,C_1891_001640
B_1875_010016,C_1891_001377
B_1875_008112,C_1891_003703
B_1875_000655,C_1891_002322
B_1875_013497,C_1891_009533
B_1875_010778,C_1891_004776
B_1875_013880,C_1891_001027
B_1875_003727,C_1891_002877
B_1875_003194,C_1891_003823
B_1875_006427,C_1891_003152
B_1875_008884,C_1891_002848
B_1875_014240,C_1891_000925
B_1875_010794,C_1891_001161
B_1875_010788,C_1891_001091
B_1875_014248,C_1891_003470
B_1875_013131,C_1891_004488
B_1875_000196,C_1891_004734
B_1875_013182,C_1891_003692
B_1875_014249,C_1891_004725
B_1875_014257,C_1891_003687
B_1875_010810,C_1891_001491
B_1875_006400,C_1891_003912
B_1875_012276,C_1891_002405
B_1875_012291,C_1891_003373
B_1875_014266,C_1891_002582
B_1875_012768,C_1891_001909
B_1875_006210,C_1891_001713
B_1875_000952,C_1891_003269
B_1875_014288,C_1891_004523
B_1875_009923,C_1891_002232
B_1875_014289,C_1891_004000
B_1875_000065,C_1891_012155
B_1875_003839,C_1891_002154
B_1875_007882,C_1891_002529
B_1875_003671,C_1891_001096
B_1875_012183,C_1891_003860
B_1875_012269,C_1891_004215
B_1875_009189,C_1891_001361
B_1876_012299,C_1891_003085
B_1876_003284,C_1891_004309
B_1876_011274,C_1891_002940
B_1876_006291,C_1891_002795
B_1876_011310,C_1891_004268
B_1876_012195,C_1891_001430
B_1876_014495,C_1891_004640
B_1876_011344,C_1891_004338
B_1876_009238,C_1891_004716
B_1876_003529,C_1891_003400
B_1876_000838,C_1891_003790
B_1876_007950,C_1891_003817
B_1876_003341,C_1891_002661
B_1876_006148,C_1891_003634
B_1876_011758,C_1891_001992
B_1876_013936,C_1891_001296
B_1876_003758,C_1891_001653
B_1876_013123,C_1891_004812
B_1876_014496,C_1891_003112
B_1876_012714,C_1891_002745
B_1876_000376,C_1891_003340
B_1876_010692,C_1891_002566
B_1876_013562,C_1891_002776
B_1876_012724,C_1891_004145
B_1876_014234,C_1891_002967
B_1876_013866,C_1891_004764
B_1876_014501,C_1891_003745
B_1876_000669,C_1891_002018
B_1876_009150,C_1891_001272
B_1876_008081,C_1891_004104
B_1876_010742,C_1891_001781
B_1876_014513,C_1891_002395
B_1876_000703,C_1891_004493
B_1876_014520,C_1891_003061
B_1876_012260,C_1891_001045
B_1876_003330,C_1891_001672
B_1876_000273,C_1891_002357
B_1876_009170,C_1891_002800
B_1876_000357,C_1891_001984
B_1876_013547,C_1891_004088
B_1876_006106,C_1891_003724
B_1876_000183,C_1891_002710
B_1876_013504,C_1891_004568
B_1876_007923,C_1891_001980
B_1876_005542,C_1891_004233
B_1876_000197,C_1891_003195
B_1876_009111,C_1891_002588
B_1876_012780,C_1891_004599
B_1876_003092,C_1891_003709
B_1876_013190,C_1891_001534
B_1876_011664,C_1891_013099
B_1876_013899,C_1891_002068
B_1876_013489,C_1891_002608
B_1876_014530,C_1891_000186
