birth_id,census_id
B_1898_005990,C_1901_000850
B_1899_014830,C_1901_000168
B_1899_012664,C_1901_000363
B_1899_017559,C_1901_000244
B_1899_005996,C_1901_000156
B_1899_012166,C_1901_000061
B_1899_011985,C_1901_000219
B_1899_009841,C_1901_000299
B_1899_016562,C_1901_000190
B_1899_011789,C_1901_000351
B_1899_015612,C_1901_000106
B_1899_007831,C_1901_000814
B_1899_017560,C_1901_000617
B_1899_017562,C_1901_000509
B_1899_017563,C_1901_000526
B_1900_016892,C_1901_000203
B_1900_016075,C_1901_000268
B_1900_017252,C_1901_000177
B_1900_009548,C_1901_000107
B_1900_005960,C_1901_000804
B_1900_009039,C_1901_000523
B_1900_016680,C_1901_000543
B_1900_015632,C_1901_000700
B_1900_005946,C_1901_000551
B_1900_007780,C_1901_000836
B_1900_015423,C_1901_000701
B_1900_007832,C_1901_000815
B_1900_017428,C_1901_000590
B_1900_007866,C_1901_000423
B_1900_017561,C_1901_000618
B_1901_016691,C_1901_000442
B_1901_017607,C_1901_000518
B_1901_017192,C_1901_000774
B_1861_000483,C_1901_012407
B_1861_000592,C_1901_003893
B_1861_000713,C_1901_003077
B_1861_000793,C_1901_003358
B_1861_000796,C_1901_002483
B_1861_000277,C_1901_003798
B_1861_000459,C_1901_001343
B_1861_000147,C_1901_003989
B_1862_003269,C_1901_007965
B_1862_003357,C_1901_001901
B_1862_003487,C_1901_003952
B_1862_003533,C_1901_001958
B_1862_003545,C_1901_001827
B_1862_003649,C_1901_003825
B_1862_003657,C_1901_002649
B_1862_003684,C_1901_003480
B_1862_003806,C_1901_003725
B_1862_000491,C_1901_002943
B_1862_000480,C_1901_003982
B_1862_003218,C_1901_003661
B_1863_006140,C_1901_001200
B_1863_006159,C_1901_001185
B_1863_000632,C_1901_000433
B_1863_006174,C_1901_001968
B_1863_000523,C_1901_003916
B_1863_006226,C_1901_001727
B_1863_006229,C_1901_002577
B_1863_000732,C_1901_002567
B_1863_000399,C_1901_003192
B_1863_006347,C_1901_002759
B_1863_006360,C_1901_003537
B_1863_006364,C_1901_001170
B_1863_006378,C_1901_003411
B_1863_000539,C_1901_004832
B_1866_003115,C_1901_003103
B_1866_009135,C_1901_003609
B_1866_003748,C_1901_006445
B_1866_003565,C_1901_004010
B_1866_000412,C_1901_003519
B_1866_006296,C_1901_003619
B_1866_007975,C_1901_002253
B_1864_000282,C_1901_000957
B_1864_000764,C_1901_002217
B_1864_003234,C_1901_003670
B_1864_008033,C_1901_001183
B_1864_003279,C_1901_002636
B_1864_006246,C_1901_002676
B_1864_003219,C_1901_001184
B_1864_000606,C_1901_001198
B_1864_000577,C_1901_002537
B_1864_003807,C_1901_003826
B_1864_000481,C_1901_003467
B_1864_007893,C_1901_003430
B_1865_003642,C_1901_001300
B_1865_000411,C_1901_003518
B_1865_000207,C_1901_001292
B_1865_009200,C_1901_001774
B_1865_003875,C_1901_002018
B_1865_003534,C_1901_001966
B_1865_008056,C_1901_002666
B_1865_000318,C_1901_002993
B_1865_003766,C_1901_008442
B_1865_000401,C_1901_003193
B_1865_009273,C_1901_011840
B_1865_000529,C_1901_001178
B_1865_003511,C_1901_002887
B_1865_006056,C_1901_003317
B_1865_006330,C_1901_003141
B_1866_000748,C_1901_002728
B_1866_000820,C_1901_003997
B_1866_009888,C_1901_002183
B_1866_000848,C_1901_002311
B_1866_000698,C_1901_003662
B_1866_009884,C_1901_003416
B_1866_003179,C_1901_003428
B_1866_006325,C_1901_000910
B_1867_006058,C_1901_002107
B_1867_010690,C_1901_005891
B_1867_003723,C_1901_002778
B_1867_006227,C_1901_001728
B_1867_000268,C_1901_002023
B_1867_003876,C_1901_002014
B_1867_003493,C_1901_002347
B_1867_003547,C_1901_001902
B_1867_003281,C_1901_003908
B_1867_010751,C_1901_003553
B_1867_000771,C_1901_003036
B_1867_010776,C_1901_001865
B_1867_006272,C_1901_002817
B_1868_003633,C_1901_006361
B_1868_003116,C_1901_002420
B_1868_000440,C_1901_002543
B_1868_003512,C_1901_002888
B_1868_000798,C_1901_002484
B_1868_011329,C_1901_001329
B_1868_009107,C_1901_003579
B_1868_007878,C_1901_001813
B_1868_000413,C_1901_003520
B_1868_000320,C_1901_002299
B_1868_011352,C_1901_001392
B_1868_006008,C_1901_008637
B_1868_000213,C_1901_004083
B_1868_003540,C_1901_002414
B_1869_006207,C_1901_009388
B_1869_003186,C_1901_003928
B_1869_000237,C_1901_003757
B_1869_003282,C_1901_003990
B_1869_006375,C_1901_002167
B_1869_003767,C_1901_003716
B_1869_009236,C_1901_004111
B_1869_009244,C_1901_001001
B_1869_005368,C_1901_012375
B_1869_009123,C_1901_004154
B_1870_000766,C_1901_002358
B_1870_006466,C_1901_003763
B_1870_007957,C_1901_003489
B_1870_012200,C_1901_007255
B_1870_003782,C_1901_002596
B_1870_003117,C_1901_003104
B_1870_009082,C_1901_001857
B_1870_006103,C_1901_003196
B_1870_000667,C_1901_001814
B_1870_012221,C_1901_011878
B_1870_009093,C_1901_002581
B_1870_003150,C_1901_002354
B_1870_012287,C_1901_002430
B_1871_006208,C_1901_001504
B_1871_008007,C_1901_003585
B_1871_012671,C_1901_003511
B_1871_000354,C_1901_001861
B_1871_006390,C_1901_001206
B_1871_000701,C_1901_003610
B_1871_011272,C_1901_002525
B_1871_012721,C_1901_001470
B_1871_008120,C_1901_001640
B_1871_000453,C_1901_003741
B_1871_000542,C_1901_002184
B_1871_005412,C_1901_001703
B_1871_003506,C_1901_002225
B_1871_003369,C_1901_000132
B_1872_010752,C_1901_003552
B_1872_006467,C_1901_004827
B_1872_003169,C_1901_001936
B_1872_012201,C_1901_007256
B_1872_006274,C_1901_002439
B_1872_009168,C_1901_000646
B_1872_003290,C_1901_002541
B_1872_005214,C_1901_004062
B_1872_000738,C_1901_002568
B_1872_000152,C_1901_003768
B_1872_013141,C_1901_002067
B_1872_009237,C_1901_004112
B_1872_000365,C_1901_001770
B_1872_000668,C_1901_001815
B_1872_000384,C_1901_008457
B_1872_000442,C_1901_002544
B_1872_000374,C_1901_002918
B_1873_007904,C_1901_003900
B_1873_003170,C_1901_005886
B_1873_009905,C_1901_003583
B_1873_000355,C_1901_001906
B_1873_003528,C_1901_001537
B_1873_000168,C_1901_007077
B_1873_013487,C_1901_000525
B_1873_000447,C_1901_001688
B_1873_003768,C_1901_002897
B_1873_013496,C_1901_001374
B_1873_013511,C_1901_001355
B_1873_003496,C_1901_002736
B_1873_011309,C_1901_004033
B_1873_009955,C_1901_003119
B_1873_006377,C_1901_000630
B_1873_000852,C_1901_002267
B_1873_009075,C_1901_001707
B_1873_000181,C_1901_003234
B_1873_006063,C_1901_002443
B_1873_003594,C_1901_002981
B_1873_011362,C_1901_002633
B_1873_003120,C_1901_003112
B_1873_007881,C_1901_002272
B_1873_012268,C_1901_003700
B_1874_003652,C_1901_003733
B_1874_013905,C_1901_011485
B_1874_000823,C_1901_003998
B_1874_012732,C_1901_002858
B_1874_007949,C_1901_003090
B_1874_003329,C_1901_001558
B_1874_013889,C_1901_001565
B_1874_007905,C_1901_003901
B_1874_003804,C_1901_012352
B_1874_009265,C_1901_002999
B_1874_013909,C_1901_002175
B_1874_008005,C_1901_004120
B_1874_007931,C_1901_013606
B_1874_000158,C_1901_001866
B_1874_009979,C_1901_002488
B_1874_008321,C_1901_003282
B_1874_000227,C_1901_003556
B_1874_013532,C_1901_003942
B_1874_003091,C_1901_003235
B_1874_009139,C_1901_003653
B_1875_014265,C_1901_001054
B_1875_008122,C_1901_002329
B_1875_003500,C_1901_000643
B_1875_013144,C_1901_000735
B_1875_003636,C_1901_006340
B_1875_010778,C_1901_004200
B_1875_014248,C_1901_003045
B_1875_014257,C_1901_003168
B_1875_000952,C_1901_002866
B_1875_014289,C_1901_003504
B_1875_003839,C_1901_001699
B_1875_007882,C_1901_002273
B_1875_012269,C_1901_003701
B_1875_009189,C_1901_001060
B_1876_003284,C_1901_003994
B_1876_011310,C_1901_003754
B_1876_012195,C_1901_001112
B_1876_011344,C_1901_003868
B_1876_003529,C_1901_002989
B_1876_000838,C_1901_003075
B_1876_012714,C_1901_002445
B_1876_014520,C_1901_002698
B_1876_003330,C_1901_001559
B_1876_009170,C_1901_002478
B_1876_000357,C_1901_001863
B_1876_012780,C_1901_004020
B_1876_013899,C_1901_001761
B_1876_003226,C_1901_003692
B_1876_003570,C_1901_003799
B_1876_006052,C_1901_001981
B_1876_012244,C_1901_001734
B_1876_014547,C_1901_001675
B_1876_003371,C_1901_000133
B_1876_006435,C_1901_003312
B_1876_007932,C_1901_013607
B_1876_003380,C_1901_003792
B_1876_009248,C_1901_001003
B_1876_014572,C_1901_003888
B_1876_003439,C_1901_001795
B_1876_009083,C_1901_001419
B_1876_006313,C_1901_002703
B_1876_003728,C_1901_002612
B_1877_000767,C_1901_002359
B_1877_000367,C_1901_001771
B_1877_008123,C_1901_001641
B_1877_006256,C_1901_002555
B_1877_011739,C_1901_003274
B_1877_006470,C_1901_003764
B_1877_013522,C_1901_002685
B_1877_013097,C_1901_005653
B_1877_000240,C_1901_003758
B_1877_000464,C_1901_002832
B_1877_008096,C_1901_001048
B_1877_011282,C_1901_003880
B_1877_000170,C_1901_001095
B_1877_005414,C_1901_001704
B_1877_000066,C_1901_010686
B_1877_013483,C_1901_003855
B_1877_011260,C_1901_004049
B_1877_014881,C_1901_003646
B_1877_012769,C_1901_001923
B_1877_003195,C_1901_003085
B_1877_008072,C_1901_000528
B_1877_012708,C_1901_002305
B_1877_008019,C_1901_003702
B_1877_003550,C_1901_003632
B_1877_000854,C_1901_002268
B_1877_003759,C_1901_001544
B_1878_000670,C_1901_003457
B_1878_015185,C_1901_004075
B_1878_015153,C_1901_002435
B_1878_003672,C_1901_000963
B_1878_000587,C_1901_004155
B_1878_012179,C_1901_004116
B_1878_000839,C_1901_003076
B_1878_015170,C_1901_003213
B_1878_012752,C_1901_004163
B_1878_012255,C_1901_003755
B_1878_003419,C_1901_002058
B_1878_000296,C_1901_001626
B_1878_012196,C_1901_001113
B_1878_000274,C_1901_002024
B_1878_003227,C_1901_003693
B_1878_003497,C_1901_002737
B_1878_009112,C_1901_002324
B_1878_009113,C_1901_002325
B_1878_003159,C_1901_008285
B_1878_013132,C_1901_003806
B_1878_007951,C_1901_003092
B_1878_013892,C_1901_002935
B_1878_000954,C_1901_002867
B_1878_013543,C_1901_001718
B_1878_011365,C_1901_002634
B_1878_006053,C_1901_001982
B_1878_010760,C_1901_001146
B_1878_003171,C_1901_005884
B_1878_013564,C_1901_002467
B_1878_013506,C_1901_004066
B_1878_014242,C_1901_002655
B_1878_010693,C_1901_002498
B_1878_013150,C_1901_003227
B_1878_012734,C_1901_002859
B_1878_010743,C_1901_001437
B_1878_000325,C_1901_003809
B_1878_015230,C_1901_014606
B_1879_011759,C_1901_001840
B_1879_015432,C_1901_002747
B_1879_000171,C_1901_001045
B_1879_009981,C_1901_002489
B_1879_003531,C_1901_002990
B_1879_003597,C_1901_002982
B_1879_003841,C_1901_001700
B_1879_006297,C_1901_004166
B_1879_009925,C_1901_001952
B_1879_003258,C_1901_002529
B_1879_009267,C_1901_004184
B_1879_000297,C_1901_001627
B_1879_015171,C_1901_003215
B_1879_014845,C_1901_003685
B_1879_006446,C_1901_002454
B_1879_011410,C_1901_003251
B_1879_000760,C_1901_003931
B_1879_000686,C_1901_001869
B_1879_006402,C_1901_003397
B_1879_011277,C_1901_002526
B_1879_011296,C_1901_002240
B_1879_003428,C_1901_002603
B_1879_000543,C_1901_002629
B_1879_009893,C_1901_002874
B_1879_003099,C_1901_001523
B_1879_015160,C_1901_001783
B_1879_015486,C_1901_013400
B_1880_000219,C_1901_002540
B_1880_013869,C_1901_002648
B_1880_009881,C_1901_002059
B_1880_010018,C_1901_001143
B_1880_013883,C_1901_000922
B_1880_012262,C_1901_000948
B_1880_012302,C_1901_003563
B_1880_011741,C_1901_003275
B_1880_015705,C_1901_001159
B_1880_003881,C_1901_001336
B_1880_011813,C_1901_001548
B_1880_007939,C_1901_001623
B_1880_012223,C_1901_001239
B_1880_010718,C_1901_001110
B_1880_003598,C_1901_002650
B_1880_012246,C_1901_001735
B_1880_011253,C_1901_004210
B_1880_006393,C_1901_000906
B_1880_003414,C_1901_002327
B_1880_009079,C_1901_001708
B_1880_013507,C_1901_004067
B_1880_010728,C_1901_002369
B_1880_006054,C_1901_001722
B_1880_010694,C_1901_002499
B_1880_010761,C_1901_001147
B_1880_000595,C_1901_001852
B_1880_008085,C_1901_003602
B_1880_015717,C_1901_001821
B_1880_008020,C_1901_003703
B_1880_013853,C_1901_003679
B_1880_000160,C_1901_004201
B_1880_003398,C_1901_001740
B_1880_008141,C_1901_002294
B_1880_006342,C_1901_002076
B_1880_008125,C_1901_001642
B_1880_009908,C_1901_003584
B_1881_012684,C_1901_003002
B_1881_000841,C_1901_003694
B_1881_007961,C_1901_000675
B_1881_009982,C_1901_002490
B_1881_007965,C_1901_003881
B_1881_015711,C_1901_003979
B_1881_009885,C_1901_007860
B_1881_006403,C_1901_003398
B_1881_000257,C_1901_000644
B_1881_000287,C_1901_003815
B_1881_003842,C_1901_001701
B_1881_013922,C_1901_001136
B_1881_000466,C_1901_002833
B_1881_012234,C_1901_004225
B_1881_014846,C_1901_003686
B_1881_003275,C_1901_003422
B_1881_000387,C_1901_003038
B_1881_009098,C_1901_002583
B_1881_011261,C_1901_004050
B_1881_009153,C_1901_001031
B_1881_000200,C_1901_004231
B_1881_014561,C_1901_003346
B_1881_014504,C_1901_003131
B_1881_006132,C_1901_001643
B_1881_009205,C_1901_003498
B_1881_015883,C_1901_001260
B_1881_003429,C_1901_002605
B_1881_010797,C_1901_001065
B_1881_015144,C_1901_003919
B_1881_008098,C_1901_001399
B_1881_003420,C_1901_002128
B_1881_014230,C_1901_002753
B_1881_015433,C_1901_002748
B_1881_013929,C_1901_002797
B_1881_015885,C_1901_003473
B_1882_009084,C_1901_001582
B_1882_000186,C_1901_002342
B_1882_013508,C_1901_004068
B_1882_003463,C_1901_000968
B_1882_015183,C_1901_002624
B_1882_003333,C_1901_001560
B_1882_003123,C_1901_003111
B_1882_000802,C_1901_003335
B_1882_015217,C_1901_001991
B_1882_014524,C_1901_002699
B_1882_000244,C_1901_003793
B_1882_003489,C_1901_001676
B_1882_013492,C_1901_002377
B_1882_012304,C_1901_003564
B_1882_013160,C_1901_002386
B_1882_013126,C_1901_004181
B_1882_003882,C_1901_001338
B_1882_008888,C_1901_002562
B_1882_000596,C_1901_003333
B_1882_000597,C_1901_001853
B_1882_009173,C_1901_002479
B_1882_014244,C_1901_002656
B_1882_008086,C_1901_003603
B_1882_013854,C_1901_003680
B_1882_003892,C_1901_001270
B_1882_013185,C_1901_003175
B_1882_006438,C_1901_003313
B_1882_003100,C_1901_002330
B_1882_009983,C_1901_002491
B_1882_006343,C_1901_002077
B_1882_013902,C_1901_001762
B_1883_003821,C_1901_000530
B_1883_003430,C_1901_002604
B_1883_000341,C_1901_001144
B_1883_013871,C_1901_002609
B_1883_014517,C_1901_002071
B_1883_009115,C_1901_001310
B_1883_015206,C_1901_001891
B_1883_003316,C_1901_001099
B_1883_009989,C_1901_000979
B_1883_000620,C_1901_002506
B_1883_013885,C_1901_000923
B_1883_006448,C_1901_002455
B_1883_013923,C_1901_001137
B_1883_014562,C_1901_003344
B_1883_003342,C_1901_003128
B_1883_000680,C_1901_001351
B_1883_006293,C_1901_001711
B_1883_003260,C_1901_003228
B_1883_006259,C_1901_002556
B_1883_003762,C_1901_001545
B_1883_013479,C_1901_002331
B_1883_014231,C_1901_002754
B_1883_007885,C_1901_002812
B_1883_014842,C_1901_000662
B_1883_016298,C_1901_001379
B_1883_013894,C_1901_002937
B_1883_016307,C_1901_000939
B_1883_014505,C_1901_003132
B_1883_011414,C_1901_003252
B_1883_007935,C_1901_013608
B_1883_007992,C_1901_002847
B_1883_000956,C_1901_002869
B_1883_009154,C_1901_001032
B_1883_005805,C_1901_001068
B_1883_009099,C_1901_002584
B_1883_000173,C_1901_001046
B_1883_003856,C_1901_001767
B_1883_003464,C_1901_000969
B_1883_003431,C_1901_002578
B_1883_014518,C_1901_002328
B_1883_006352,C_1901_002547
B_1884_000724,C_1901_001040
B_1884_012215,C_1901_002244
B_1884_003400,C_1901_003359
B_1884_006405,C_1901_003399
B_1884_013941,C_1901_001210
B_1884_006068,C_1901_002446
B_1884_015174,C_1901_003214
B_1884_003317,C_1901_001100
B_1884_015451,C_1901_002104
B_1884_011769,C_1901_000989
B_1884_003261,C_1901_001657
B_1884_015200,C_1901_000003
B_1884_015201,C_1901_000004
B_1884_012198,C_1901_001114
B_1884_013136,C_1901_002913
B_1884_016429,C_1901_003419
B_1884_008889,C_1901_002563
B_1884_013178,C_1901_003136
B_1884_014843,C_1901_001520
B_1884_012698,C_1901_002519
B_1884_009085,C_1901_001583
B_1884_003883,C_1901_001337
B_1884_006215,C_1901_001403
B_1884_011762,C_1901_001841
B_1884_016081,C_1901_003257
B_1884_003334,C_1901_001561
B_1884_003610,C_1901_002511
B_1884_014563,C_1901_003345
B_1884_013493,C_1901_002378
B_1884_003276,C_1901_003423
B_1884_008100,C_1901_001400
B_1884_009990,C_1901_000980
B_1884_000688,C_1901_001870
B_1884_012226,C_1901_001240
B_1884_003101,C_1901_002124
B_1884_003601,C_1901_002983
B_1884_011743,C_1901_003276
B_1884_014550,C_1901_001677
B_1884_006133,C_1901_002284
B_1884_012773,C_1901_001924
B_1884_006344,C_1901_002078
B_1884_003286,C_1901_002045
B_1884_016069,C_1901_000263
B_1884_016433,C_1901_001828
B_1884_012248,C_1901_001738
B_1884_014538,C_1901_001822
B_1884_006394,C_1901_000907
B_1884_003432,C_1901_002606
B_1884_015434,C_1901_002836
B_1884_016299,C_1901_001380
B_1884_015447,C_1901_007569
B_1885_006108,C_1901_002472
B_1885_012185,C_1901_003435
B_1885_014858,C_1901_001632
B_1885_000513,C_1901_002613
B_1885_003144,C_1901_003201
B_1885_003675,C_1901_000965
B_1885_009984,C_1901_002492
B_1885_015218,C_1901_001992
B_1885_009116,C_1901_001311
B_1885_003296,C_1901_002198
B_1885_015713,C_1901_002822
B_1885_006449,C_1901_002456
B_1885_010703,C_1901_003447
B_1885_016564,C_1901_001552
B_1885_015865,C_1901_001788
B_1885_016574,C_1901_000005
B_1885_012472,C_1901_001712
B_1885_000856,C_1901_002269
B_1885_012715,C_1901_001784
B_1885_013911,C_1901_001741
B_1885_013526,C_1901_002686
B_1885_012265,C_1901_000949
B_1885_003401,C_1901_003360
B_1885_009089,C_1901_002129
B_1885_010763,C_1901_001148
B_1885_003318,C_1901_001101
B_1885_003602,C_1901_002651
B_1885_013886,C_1901_008227
B_1885_013903,C_1901_001763
B_1885_013161,C_1901_002387
B_1885_015157,C_1901_002436
B_1885_009895,C_1901_002875
B_1885_007953,C_1901_003094
B_1885_007993,C_1901_002846
B_1885_006260,C_1901_002557
B_1885_003263,C_1901_003229
B_1885_014539,C_1901_003239
B_1885_013895,C_1901_002936
B_1885_000188,C_1901_002343
B_1885_013872,C_1901_002610
B_1885_013484,C_1901_002827
B_1885_003611,C_1901_002512
B_1885_013480,C_1901_002332
B_1885_009192,C_1901_000970
B_1885_015175,C_1901_003216
