census_id,c_gt_cluster_id
C_1901_001460,c-gt-bundle-000225
C_1901_001461,c-gt-bundle-000225
C_1901_001481,c-gt-bundle-000229
C_1901_001482,c-gt-bundle-000229
C_1901_001505,c-gt-bundle-000233
C_1901_001506,c-gt-bundle-000233
C_1901_001510,c-gt-bundle-000234
C_1901_001532,c-gt-bundle-000238
C_1901_001533,c-gt-bundle-000238
C_1901_001534,c-gt-bundle-000238
C_1901_001540,c-gt-bundle-000240
C_1901_001541,c-gt-bundle-000240
C_1901_001542,c-gt-bundle-000240
C_1901_001573,c-gt-bundle-000245
C_1901_001593,c-gt-bundle-000247
C_1901_001594,c-gt-bundle-000247
C_1901_001600,c-gt-bundle-000248
C_1901_001601,c-gt-bundle-000248
C_1901_001608,c-gt-bundle-000250
C_1901_001609,c-gt-bundle-000250
C_1901_001616,c-gt-bundle-000251
C_1901_001617,c-gt-bundle-000251
C_1901_001618,c-gt-bundle-000251
C_1901_001619,c-gt-bundle-000251
C_1901_001620,c-gt-bundle-000251
C_1901_001629,c-gt-bundle-000253
C_1901_001644,c-gt-bundle-000257
C_1901_001654,c-gt-bundle-000259
C_1901_001655,c-gt-bundle-000259
C_1901_001660,c-gt-bundle-000260
C_1901_001667,c-gt-bundle-000261
C_1901_001668,c-gt-bundle-000261
C_1901_001669,c-gt-bundle-000261
C_1901_001670,c-gt-bundle-000261
C_1901_001671,c-gt-bundle-000261
C_1901_001672,c-gt-bundle-000261
C_1901_001680,c-gt-bundle-000262
C_1901_001681,c-gt-bundle-000262
C_1901_001682,c-gt-bundle-000262
C_1901_001683,c-gt-bundle-000262
C_1901_001694,c-gt-bundle-000264
C_1901_001695,c-gt-bundle-000264
C_1901_001709,c-gt-bundle-000267
C_1901_001723,c-gt-bundle-000269
C_1901_001744,c-gt-bundle-000273
C_1901_001745,c-gt-bundle-000273
C_1901_001746,c-gt-bundle-000273
C_1901_001747,c-gt-bundle-000273
C_1901_001753,c-gt-bundle-000274
C_1901_001754,c-gt-bundle-000274
C_1901_001755,c-gt-bundle-000274
C_1901_001764,c-gt-bundle-000275
C_1901_001779,c-gt-bundle-000280
C_1901_001780,c-gt-bundle-000280
C_1901_001781,c-gt-bundle-000280
C_1901_001785,c-gt-bundle-000281
C_1901_001790,c-gt-bundle-000282
C_1901_001791,c-gt-bundle-000282
C_1901_001792,c-gt-bundle-000282
C_1901_001799,c-gt-bundle-000283
C_1901_001800,c-gt-bundle-000283
C_1901_001801,c-gt-bundle-000283
C_1901_001810,c-gt-bundle-000285
C_1901_001811,c-gt-bundle-000285
C_1901_001816,c-gt-bundle-000287
C_1901_001817,c-gt-bundle-000287
C_1901_001818,c-gt-bundle-000287
C_1901_001825,c-gt-bundle-000288
C_1901_001831,c-gt-bundle-000289
C_1901_001832,c-gt-bundle-000289
C_1901_001833,c-gt-bundle-000289
C_1901_001834,c-gt-bundle-000289
C_1901_001835,c-gt-bundle-000289
C_1901_001843,c-gt-bundle-000290
C_1901_001844,c-gt-bundle-000290
C_1901_001845,c-gt-bundle-000291
C_1901_001859,c-gt-bundle-000294
C_1901_001873,c-gt-bundle-000297
C_1901_001874,c-gt-bundle-000298
C_1901_001884,c-gt-bundle-000300
C_1901_001885,c-gt-bundle-000300
C_1901_001886,c-gt-bundle-000300
C_1901_001887,c-gt-bundle-000300
C_1901_001888,c-gt-bundle-000300
C_1901_001894,c-gt-bundle-000301
C_1901_001895,c-gt-bundle-000301
C_1901_001896,c-gt-bundle-000301
C_1901_001903,c-gt-bundle-000303
C_1901_001907,c-gt-bundle-000304
C_1901_001910,c-gt-bundle-000305
C_1901_001911,c-gt-bundle-000305
C_1901_001912,c-gt-bundle-000305
C_1901_001930,c-gt-bundle-000307
C_1901_001931,c-gt-bundle-000308
C_1901_001937,c-gt-bundle-000310
C_1901_001938,c-gt-bundle-000310
C_1901_001947,c-gt-bundle-000311
C_1901_001948,c-gt-bundle-000311
C_1901_001949,c-gt-bundle-000311
C_1901_001956,c-gt-bundle-000312
C_1901_001957,c-gt-bundle-000312
C_1901_001961,c-gt-bundle-000313
C_1901_001962,c-gt-bundle-000313
C_1901_001963,c-gt-bundle-000313
C_1901_001964,c-gt-bundle-000313
C_1901_001965,c-gt-bundle-000313
C_1901_001970,c-gt-bundle-000314
C_1901_001971,c-gt-bundle-000314
C_1901_001972,c-gt-bundle-000314
C_1901_001973,c-gt-bundle-000314
C_1901_001974,c-gt-bundle-000314
C_1901_001975,c-gt-bundle-000314
C_1901_001979,c-gt-bundle-000315
C_1901_001994,c-gt-bundle-000317
C_1901_001995,c-gt-bundle-000317
C_1901_001999,c-gt-bundle-000318
C_1901_002000,c-gt-bundle-000318
C_1901_002011,c-gt-bundle-000319
C_1901_002012,c-gt-bundle-000319
C_1901_002016,c-gt-bundle-000321
C_1901_002025,c-gt-bundle-000323
C_1901_002032,c-gt-bundle-000325
C_1901_002041,c-gt-bundle-000326
C_1901_002053,c-gt-bundle-000328
C_1901_002054,c-gt-bundle-000328
C_1901_002064,c-gt-bundle-000329
C_1901_002065,c-gt-bundle-000329
C_1901_002069,c-gt-bundle-000330
C_1901_002079,c-gt-bundle-000332
C_1901_002098,c-gt-bundle-000336
C_1901_002099,c-gt-bundle-000336
C_1901_002100,c-gt-bundle-000336
C_1901_002105,c-gt-bundle-000338
C_1901_002117,c-gt-bundle-000340
C_1901_002118,c-gt-bundle-000340
C_1901_002134,c-gt-bundle-000343
C_1901_002135,c-gt-bundle-000343
C_1901_002136,c-gt-bundle-000343
C_1901_002137,c-gt-bundle-000343
C_1901_002150,c-gt-bundle-000345
C_1901_002151,c-gt-bundle-000345
C_1901_002152,c-gt-bundle-000345
C_1901_002153,c-gt-bundle-000345
C_1901_002154,c-gt-bundle-000345
C_1901_002155,c-gt-bundle-000345
C_1901_002169,c-gt-bundle-000348
C_1901_002170,c-gt-bundle-000348
C_1901_002179,c-gt-bundle-000351
C_1901_002189,c-gt-bundle-000353
C_1901_002190,c-gt-bundle-000353
C_1901_002202,c-gt-bundle-000356
C_1901_002203,c-gt-bundle-000356
C_1901_002204,c-gt-bundle-000356
C_1901_002205,c-gt-bundle-000356
C_1901_002206,c-gt-bundle-000356
C_1901_002213,c-gt-bundle-000357
C_1901_002218,c-gt-bundle-000358
C_1901_002219,c-gt-bundle-000358
C_1901_002220,c-gt-bundle-000358
C_1901_002221,c-gt-bundle-000358
C_1901_002228,c-gt-bundle-000360
C_1901_002229,c-gt-bundle-000360
C_1901_002230,c-gt-bundle-000360
C_1901_002231,c-gt-bundle-000360
C_1901_002255,c-gt-bundle-000366
C_1901_002256,c-gt-bundle-000366
C_1901_002260,c-gt-bundle-000367
C_1901_002261,c-gt-bundle-000367
C_1901_002262,c-gt-bundle-000367
C_1901_002263,c-gt-bundle-000367
C_1901_002277,c-gt-bundle-000370
C_1901_002278,c-gt-bundle-000370
C_1901_002279,c-gt-bundle-000370
C_1901_002280,c-gt-bundle-000370
C_1901_002281,c-gt-bundle-000370
C_1901_002287,c-gt-bundle-000371
C_1901_002288,c-gt-bundle-000371
C_1901_002289,c-gt-bundle-000371
C_1901_002290,c-gt-bundle-000371
C_1901_002297,c-gt-bundle-000372
C_1901_002300,c-gt-bundle-000373
C_1901_002301,c-gt-bundle-000373
C_1901_002302,c-gt-bundle-000373
C_1901_002306,c-gt-bundle-000375
C_1901_002321,c-gt-bundle-000377
C_1901_002345,c-gt-bundle-000380
C_1901_002349,c-gt-bundle-000382
C_1901_002350,c-gt-bundle-000382
C_1901_002356,c-gt-bundle-000384
C_1901_002372,c-gt-bundle-000386
C_1901_002394,c-gt-bundle-000390
C_1901_002395,c-gt-bundle-000390
C_1901_002396,c-gt-bundle-000390
C_1901_002397,c-gt-bundle-000390
C_1901_002404,c-gt-bundle-000392
C_1901_002405,c-gt-bundle-000392
C_1901_002406,c-gt-bundle-000392
C_1901_002409,c-gt-bundle-000393
C_1901_002410,c-gt-bundle-000393
C_1901_002411,c-gt-bundle-000393
C_1901_002416,c-gt-bundle-000395
C_1901_002421,c-gt-bundle-000397
C_1901_002441,c-gt-bundle-000400
C_1901_002458,c-gt-bundle-000403
C_1901_002459,c-gt-bundle-000403
C_1901_002475,c-gt-bundle-000405
C_1901_002476,c-gt-bundle-000405
C_1901_002500,c-gt-bundle-000409
C_1901_002508,c-gt-bundle-000411
C_1901_002515,c-gt-bundle-000412
C_1901_002516,c-gt-bundle-000412
C_1901_002522,c-gt-bundle-000413
C_1901_002530,c-gt-bundle-000415
C_1901_002550,c-gt-bundle-000419
C_1901_002551,c-gt-bundle-000419
C_1901_002552,c-gt-bundle-000419
C_1901_002564,c-gt-bundle-000422
C_1901_002565,c-gt-bundle-000423
C_1901_002619,c-gt-bundle-000435
C_1901_002620,c-gt-bundle-000436
C_1901_002641,c-gt-bundle-000440
C_1901_002642,c-gt-bundle-000440
C_1901_002643,c-gt-bundle-000440
C_1901_002644,c-gt-bundle-000440
C_1901_002645,c-gt-bundle-000440
C_1901_002663,c-gt-bundle-000444
C_1901_002664,c-gt-bundle-000444
C_1901_002667,c-gt-bundle-000445
C_1901_002668,c-gt-bundle-000445
C_1901_002669,c-gt-bundle-000445
C_1901_002677,c-gt-bundle-000446
C_1901_002678,c-gt-bundle-000446
C_1901_002679,c-gt-bundle-000446
C_1901_002680,c-gt-bundle-000446
C_1901_002688,c-gt-bundle-000447
C_1901_002716,c-gt-bundle-000450
C_1901_002725,c-gt-bundle-000451
C_1901_002729,c-gt-bundle-000452
C_1901_002730,c-gt-bundle-000452
C_1901_002731,c-gt-bundle-000452
C_1901_002732,c-gt-bundle-000452
C_1901_002733,c-gt-bundle-000452
C_1901_002734,c-gt-bundle-000452
C_1901_002741,c-gt-bundle-000454
C_1901_002742,c-gt-bundle-000454
C_1901_002743,c-gt-bundle-000454
C_1901_002744,c-gt-bundle-000454
C_1901_002745,c-gt-bundle-000454
C_1901_002763,c-gt-bundle-000457
C_1901_002764,c-gt-bundle-000457
C_1901_002768,c-gt-bundle-000458
C_1901_002769,c-gt-bundle-000458
C_1901_002770,c-gt-bundle-000458
C_1901_002771,c-gt-bundle-000458
C_1901_002772,c-gt-bundle-000458
C_1901_002779,c-gt-bundle-000460
C_1901_002780,c-gt-bundle-000460
C_1901_002781,c-gt-bundle-000460
C_1901_002782,c-gt-bundle-000460
C_1901_002792,c-gt-bundle-000461
C_1901_002793,c-gt-bundle-000461
C_1901_002794,c-gt-bundle-000461
C_1901_002800,c-gt-bundle-000462
C_1901_002801,c-gt-bundle-000462
C_1901_002814,c-gt-bundle-000464
C_1901_002824,c-gt-bundle-000467
C_1901_002839,c-gt-bundle-000470
C_1901_002840,c-gt-bundle-000470
C_1901_002841,c-gt-bundle-000470
C_1901_002842,c-gt-bundle-000470
C_1901_002843,c-gt-bundle-000470
C_1901_002850,c-gt-bundle-000472
C_1901_002851,c-gt-bundle-000472
C_1901_002852,c-gt-bundle-000472
C_1901_002853,c-gt-bundle-000472
C_1901_002854,c-gt-bundle-000472
C_1901_002862,c-gt-bundle-000473
C_1901_002883,c-gt-bundle-000477
C_1901_002884,c-gt-bundle-000477
C_1901_002885,c-gt-bundle-000477
C_1901_002907,c-gt-bundle-000480
C_1901_002908,c-gt-bundle-000480
C_1901_002925,c-gt-bundle-000482
C_1901_002930,c-gt-bundle-000484
C_1901_002931,c-gt-bundle-000484
C_1901_002938,c-gt-bundle-000485
C_1901_002945,c-gt-bundle-000486
C_1901_002946,c-gt-bundle-000486
C_1901_002947,c-gt-bundle-000486
C_1901_002948,c-gt-bundle-000486
C_1901_002958,c-gt-bundle-000490
C_1901_002959,c-gt-bundle-000490
C_1901_002971,c-gt-bundle-000492
C_1901_002972,c-gt-bundle-000492
C_1901_002973,c-gt-bundle-000492
C_1901_002976,c-gt-bundle-000493
C_1901_003005,c-gt-bundle-000498
C_1901_003006,c-gt-bundle-000498
C_1901_003007,c-gt-bundle-000498
C_1901_003014,c-gt-bundle-000500
C_1901_003018,c-gt-bundle-000502
C_1901_003019,c-gt-bundle-000502
C_1901_003031,c-gt-bundle-000505
C_1901_003046,c-gt-bundle-000508
C_1901_003053,c-gt-bundle-000509
C_1901_003054,c-gt-bundle-000509
C_1901_003058,c-gt-bundle-000510
C_1901_003059,c-gt-bundle-000510
C_1901_003060,c-gt-bundle-000510
C_1901_003061,c-gt-bundle-000510
C_1901_003062,c-gt-bundle-000510
C_1901_003066,c-gt-bundle-000511
C_1901_003067,c-gt-bundle-000511
C_1901_003071,c-gt-bundle-000512
C_1901_003072,c-gt-bundle-000512
C_1901_003073,c-gt-bundle-000512
C_1901_003079,c-gt-bundle-000514
C_1901_003080,c-gt-bundle-000514
C_1901_003081,c-gt-bundle-000514
C_1901_003087,c-gt-bundle-000515
C_1901_003093,c-gt-bundle-000517
C_1901_003095,c-gt-bundle-000517
C_1901_003105,c-gt-bundle-000518
C_1901_003106,c-gt-bundle-000518
C_1901_003107,c-gt-bundle-000518
C_1901_003108,c-gt-bundle-000518
C_1901_003122,c-gt-bundle-000522
C_1901_003142,c-gt-bundle-000526
C_1901_003143,c-gt-bundle-000526
C_1901_003144,c-gt-bundle-000526
C_1901_003145,c-gt-bundle-000526
C_1901_003146,c-gt-bundle-000526
C_1901_003154,c-gt-bundle-000527
C_1901_003155,c-gt-bundle-000527
C_1901_003156,c-gt-bundle-000527
C_1901_003157,c-gt-bundle-000527
C_1901_003158,c-gt-bundle-000527
C_1901_003161,c-gt-bundle-000528
C_1901_003162,c-gt-bundle-000528
C_1901_003163,c-gt-bundle-000528
C_1901_003164,c-gt-bundle-000528
C_1901_003165,c-gt-bundle-000528
C_1901_003170,c-gt-bundle-000529
C_1901_003171,c-gt-bundle-000529
C_1901_003172,c-gt-bundle-000529
C_1901_003182,c-gt-bundle-000531
C_1901_003183,c-gt-bundle-000531
C_1901_003184,c-gt-bundle-000531
C_1901_003187,c-gt-bundle-000532
C_1901_003188,c-gt-bundle-000532
C_1901_003197,c-gt-bundle-000534
C_1901_003198,c-gt-bundle-000534
C_1901_003199,c-gt-bundle-000534
C_1901_003200,c-gt-bundle-000534
C_1901_003207,c-gt-bundle-000535
C_1901_003208,c-gt-bundle-000535
C_1901_003209,c-gt-bundle-000535
C_1901_003217,c-gt-bundle-000536
C_1901_003218,c-gt-bundle-000536
C_1901_003219,c-gt-bundle-000536
C_1901_003236,c-gt-bundle-000539
C_1901_003242,c-gt-bundle-000540
C_1901_003243,c-gt-bundle-000540
C_1901_003244,c-gt-bundle-000540
C_1901_003245,c-gt-bundle-000540
C_1901_003255,c-gt-bundle-000542
C_1901_003259,c-gt-bundle-000543
C_1901_003265,c-gt-bundle-000545
C_1901_003266,c-gt-bundle-000545
C_1901_003278,c-gt-bundle-000546
C_1901_003285,c-gt-bundle-000548
C_1901_003286,c-gt-bundle-000548
C_1901_003287,c-gt-bundle-000548
C_1901_003298,c-gt-bundle-000550
C_1901_003299,c-gt-bundle-000550
C_1901_003306,c-gt-bundle-000551
C_1901_003315,c-gt-bundle-000553
C_1901_003318,c-gt-bundle-000554
C_1901_003319,c-gt-bundle-000554
C_1901_003320,c-gt-bundle-000554
C_1901_003321,c-gt-bundle-000554
C_1901_003322,c-gt-bundle-000554
C_1901_003323,c-gt-bundle-000554
C_1901_003337,c-gt-bundle-000558
C_1901_003349,c-gt-bundle-000559
C_1901_003363,c-gt-bundle-000560
C_1901_003364,c-gt-bundle-000560
C_1901_003365,c-gt-bundle-000560
C_1901_003369,c-gt-bundle-000561
C_1901_003370,c-gt-bundle-000561
C_1901_003371,c-gt-bundle-000561
C_1901_003372,c-gt-bundle-000561
C_1901_003380,c-gt-bundle-000562
C_1901_003381,c-gt-bundle-000562
C_1901_003382,c-gt-bundle-000562
C_1901_003385,c-gt-bundle-000563
C_1901_003390,c-gt-bundle-000564
C_1901_003391,c-gt-bundle-000564
C_1901_003392,c-gt-bundle-000564
C_1901_003393,c-gt-bundle-000564
C_1901_003394,c-gt-bundle-000564
C_1901_003404,c-gt-bundle-000566
C_1901_003405,c-gt-bundle-000566
C_1901_003406,c-gt-bundle-000566
C_1901_003407,c-gt-bundle-000566
C_1901_003408,c-gt-bundle-000566
C_1901_003409,c-gt-bundle-000566
C_1901_003412,c-gt-bundle-000568
C_1901_003431,c-gt-bundle-000574
C_1901_003432,c-gt-bundle-000575
C_1901_003437,c-gt-bundle-000576
C_1901_003438,c-gt-bundle-000576
C_1901_003450,c-gt-bundle-000577
C_1901_003451,c-gt-bundle-000577
C_1901_003452,c-gt-bundle-000577
